dataset,comparison,det_a,det_b,mean_a,mean_b,mean_diff,std_diff,t_stat,p_ttest,w_stat,p_wilcoxon,cohens_d,n_seeds,p_ttest_holm,significant_holm05
D1,lr_vs_fixed,hybrid_lr,hybrid,0.5231359888570777,0.36713979352366655,0.15599619533341116,0.01879088091089511,26.25227023221075,8.152969098500015e-10,0.0,0.001953125,8.301696767960548,10,4.891781459100009e-09,True
D1,lr_vs_rule,hybrid_lr,rule,0.5231359888570777,0.46763184478738246,0.05550414406969528,0.01857227237426755,9.450621404925778,5.715289608635866e-06,0.0,0.001953125,2.9885488941896754,10,2.857644804317933e-05,True
D2,lr_vs_fixed,hybrid_lr,hybrid,0.3523957553594076,0.3602244262281494,-0.00782867086874181,0.004521887817217135,-5.474799906086311,0.0003928046740252946,0.0,0.001953125,-1.7312837433080008,10,0.0004023864680561376,True
D2,lr_vs_iforest,hybrid_lr,iforest,0.3523957553594076,0.3621978307956553,-0.009802075436247708,0.005161607086367486,-6.005277747157155,0.0002011932340280688,0.0,0.001953125,-1.899035565926221,10,0.0004023864680561376,True
D3,lr_vs_fixed,hybrid_lr,hybrid,0.7193253779701306,0.6970715227668628,0.022253855203267815,0.010292788162206737,6.837104587492837,7.582253832273617e-05,0.0,0.001953125,2.1620823095162764,10,0.0002274676149682085,True
D3,lr_vs_rule,hybrid_lr,rule,0.7193253779701306,0.6997722180771465,0.019553159892984073,0.008126513727822308,7.608738849919272,3.2966190407477555e-05,0.0,0.001953125,2.406094488419416,10,0.00013186476162991022,True
