auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.257640703348537,0.6,0.38001983143282103,0.6146752205292703,0.4696691176470588,0.7812887830347055,0.052097654459859186,D1,rule
0.17173513531716966,0.5234159969719389,0.2172873678912934,0.6924619085805934,0.33077954414863053,0.781436970204974,0.12958796817064533,D1,stat
0.2586577382307828,0.5589607569255816,0.32741526400737836,0.5693664795509222,0.4157517200995462,0.754301620811165,0.060763237928592256,D1,iforest
0.10470986796981376,7.9998123346175e-11,0.21453287197231835,0.1491579791499599,0.1759697256385998,0.560393262790828,0.02837145356830396,D1,lof
0.1737423086617589,0.5745112668128481,0.22522170057381324,0.6924619085805934,0.33989372170832516,0.7843532723338746,0.12375536391284422,D1,hybrid
0.27580689583461443,0.7923785375410841,0.36727272727272725,0.6479550922213312,0.4688134609805628,0.7949811706575972,0.05799275090613673,D1,hybrid_lr
0.15091296815124072,0.6,0.25782515545801327,0.4934,0.33867591035453204,0.7097130208333333,0.07397395833333334,D2,rule
0.19075878501404148,0.5531401710510192,0.23621922788161379,0.5978,0.3386297334806129,0.7485640625000001,0.100671875,D2,stat
0.21103245713892838,0.43430287897577663,0.25692026462395545,0.5903,0.35801795245026685,0.7506890625,0.088921875,D2,iforest
0.07640794922940014,1.6239545374674268e-15,0.0759657506969335,0.3052,0.12165178571428571,0.5559229166666666,0.19335416666666666,D2,lof
0.19644968665341153,0.6,0.25470534399745337,0.6401,0.3644075033446244,0.7712739583333333,0.09755208333333333,D2,hybrid
0.23741884999861199,0.6682229973924039,0.2625482625482625,0.6256,0.36987111268771433,0.7670395833333333,0.09152083333333333,D2,hybrid_lr
0.5887918822696386,0.7,0.5351409204423832,1.0,0.697188008366256,0.977140350877193,0.045719298245614035,D3,rule
0.33420855531443505,1.0,0.3926658426040379,0.6353333333333333,0.4853577794754265,0.7918070175438596,0.05171929824561403,D3,stat
0.6987480289812856,0.4363044307282247,0.4801468134801468,0.9593333333333334,0.6399822103624638,0.9523333333333334,0.05466666666666667,D3,iforest
0.10533134606566052,0.07241425583563833,0.1963302752293578,0.214,0.20478468899521532,0.5839473684210527,0.04610526315789474,D3,lof
0.3578587933450277,1.0,0.3926658426040379,0.6353333333333333,0.4853577794754265,0.7918070175438596,0.05171929824561403,D3,hybrid
0.8961550258507741,0.9511246296839289,0.9349164467897977,0.7086666666666667,0.8062191884717482,0.8530350877192983,0.0025964912280701754,D3,hybrid_lr
