auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.2571004749740514,0.6,0.3778107239930813,0.6128256513026052,0.4674411494955671,0.780186390904922,0.05245286949276117,D1,rule
0.1723861675708988,0.5223696898203809,0.21802252816020026,0.6981963927855711,0.3322842155460181,0.7840216418672152,0.1301531090511405,D1,stat
0.2222164675969525,0.590965467300845,0.30977272727272726,0.5462925851703406,0.39535895576504715,0.7415141709311759,0.06326424330798876,D1,iforest
0.10811384966882598,6.648860807467354e-11,0.19732441471571907,0.1655310621242485,0.18003487358326067,0.5652673537889236,0.03499635454640142,D1,lof
0.17408669251670847,0.5796870726188952,0.22560103963612735,0.6957915831663327,0.3407262021589794,0.785829340171855,0.12413290282262264,D1,hybrid
0.25569241484921523,0.7384921458520247,0.3158717748240813,0.6476953907815631,0.4246485350151097,0.7873931594049468,0.07290907197166961,D1,hybrid_lr
0.1531662879272187,0.6,0.2582598256693982,0.4948,0.339380637196063,0.7103921875,0.074015625,D2,rule
0.1893985834979194,0.5528762240163362,0.23598389134554643,0.5977,0.3383718297101449,0.7484567708333334,0.10078645833333333,D2,stat
0.2135539968299519,0.49817524807211017,0.2838695557014664,0.5188,0.3669543075399632,0.7253166666666666,0.06816666666666667,D2,iforest
0.07567384148356446,2.0837664356939272e-15,0.07974799242671542,0.2443,0.12024413053108235,0.5487359375,0.146828125,D2,lof
0.1953772067767398,0.6,0.2529014308426073,0.6363,0.36194539249146757,0.7691994791666666,0.09790104166666666,D2,hybrid
0.2282210650556116,0.7031627815223909,0.27789112491885376,0.5993,0.3797123487296458,0.7590953125,0.081109375,D2,hybrid_lr
0.5916131319282268,0.7,0.5345687811831789,1.0,0.6967022758941013,0.9770877192982457,0.045824561403508775,D3,rule
0.32897250896284835,1.0,0.38794882377218326,0.6266666666666667,0.4792250828447617,0.7873157894736842,0.05203508771929825,D3,stat
0.6806608994996486,0.43215487845266326,0.4640438568203805,0.9593333333333334,0.6255161921321452,0.9505087719298246,0.05831578947368421,D3,iforest
0.11223239469082315,0.07222960562331536,0.19190140845070422,0.218,0.20411985018726592,0.5848421052631579,0.04831578947368421,D3,lof
0.3534690876847323,1.0,0.38794882377218326,0.6266666666666667,0.4792250828447617,0.7873157894736842,0.05203508771929825,D3,hybrid
0.8920024110839497,0.950597393768736,0.8878737541528239,0.7126666666666667,0.790680473372781,0.8539649122807018,0.004736842105263158,D3,hybrid_lr
