auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.25424269060305976,0.6,0.376140004929751,0.6111333600320384,0.465669819957278,0.779203744366164,0.05272587129971044,D1,rule
0.17058773603605035,0.521250398283396,0.21521848317428427,0.6864237084501401,0.32769333715705956,0.7781117563145228,0.13020019582109452,D1,stat
0.21959900941529228,0.5829018854173247,0.3134910953891193,0.5146175410492592,0.389630078835658,0.7279981024413849,0.058621336166489596,D1,iforest
0.10919371856359182,6.406284002378767e-11,0.19190140845070422,0.17460953143772526,0.18284755713986162,0.5681809609566603,0.03824760952440472,D1,lof
0.17089325777525596,0.5752747536836003,0.22352481438061741,0.6872246696035242,0.33733045016709257,0.7815224654185986,0.12417973876632711,D1,hybrid
0.2475448319310475,0.7149108527284658,0.31424766977363516,0.6615939126952343,0.4261026566933196,0.7932472198728135,0.07509947294960731,D1,hybrid_lr
0.15249324098464523,0.6,0.2587580032273177,0.4971,0.34035123754749924,0.7114666666666667,0.07416666666666667,D2,rule
0.19252095487458293,0.5531884893002301,0.23792479546884834,0.6049,0.34151987353206864,0.7519942708333334,0.10091145833333333,D2,stat
0.2206362023993014,0.49218171455060283,0.27880963529472974,0.5359,0.36679100646795115,0.7318510416666667,0.07219791666666667,D2,iforest
0.07460023296774683,2.135673921231799e-15,0.07869420215495125,0.2454,0.11917249417249418,0.5478822916666667,0.14963541666666666,D2,lof
0.1955345046480143,0.6,0.2518266914175125,0.6376,0.36105212491859906,0.7694692708333333,0.09866145833333333,D2,hybrid
0.24733065927914766,0.697917986424562,0.2684083462665977,0.6226,0.3751054343896855,0.7671072916666667,0.08838541666666666,D2,hybrid_lr
0.5912834594158416,0.7,0.5349500713266762,1.0,0.6970260223048327,0.9771228070175438,0.045754385964912284,D3,rule
0.327078208116732,1.0,0.3868431940422011,0.6233333333333333,0.47740617819760023,0.7856666666666666,0.052,D3,stat
0.7118107546720739,0.47506031311582203,0.5111591072714183,0.9466666666666667,0.6638616175783076,0.9495087719298245,0.047649122807017545,D3,iforest
0.10748282880943306,0.07334397002908823,0.19605173587474473,0.192,0.194004715392388,0.575280701754386,0.04143859649122807,D3,lof
0.3517365041089495,1.0,0.3868431940422011,0.6233333333333333,0.47740617819760023,0.7856666666666666,0.052,D3,hybrid
0.8868340944382856,0.9446477088603263,0.8421052631578947,0.7253333333333334,0.7793696275071633,0.8590877192982456,0.007157894736842105,D3,hybrid_lr
