query,src_folder,src_dialect,tgt_dialect,level,complexity,difficulty,parse_ok,transpile_ok,ast_equiv,latency_ms,error
case_when,mysql,mysql,tsql,intermediate,35,medium,True,True,True,0.569,
case_when,mysql,mysql,oracle,intermediate,35,medium,True,True,True,0.548,
case_when,mysql,mysql,snowflake,intermediate,35,medium,True,True,True,0.698,
window_function_row_number,mysql,mysql,postgres,advanced,60,hard,True,True,True,1.044,
window_function_row_number,mysql,mysql,mysql,advanced,60,hard,True,True,True,1.44,
window_function_row_number,mysql,mysql,tsql,advanced,60,hard,True,True,True,0.634,
window_function_row_number,mysql,mysql,oracle,advanced,60,hard,True,True,True,0.578,
window_function_row_number,mysql,mysql,snowflake,advanced,60,hard,True,True,True,0.76,
recursive_cte,mysql,mysql,postgres,advanced,75,hard,True,True,True,1.356,
recursive_cte,mysql,mysql,mysql,advanced,75,hard,True,True,True,3.266,
recursive_cte,mysql,mysql,tsql,advanced,75,hard,True,True,True,1.825,
recursive_cte,mysql,mysql,oracle,advanced,75,hard,True,True,True,1.381,
recursive_cte,mysql,mysql,snowflake,advanced,75,hard,True,True,True,1.848,
complex_join_aggregation,mysql,mysql,postgres,advanced,70,hard,True,True,False,2.33,
complex_join_aggregation,mysql,mysql,mysql,advanced,70,hard,True,True,True,2.862,
complex_join_aggregation,mysql,mysql,tsql,advanced,70,hard,True,True,True,15.038,
complex_join_aggregation,mysql,mysql,oracle,advanced,70,hard,True,True,True,2.839,
complex_join_aggregation,mysql,mysql,snowflake,advanced,70,hard,True,True,False,2.802,
fulltext_search,mysql,mysql,postgres,dialect_specific,50,hard,True,True,True,0.514,
fulltext_search,mysql,mysql,mysql,dialect_specific,50,hard,True,True,True,0.766,
fulltext_search,mysql,mysql,tsql,dialect_specific,50,hard,True,True,True,0.442,
fulltext_search,mysql,mysql,oracle,dialect_specific,50,hard,True,True,True,0.596,
fulltext_search,mysql,mysql,snowflake,dialect_specific,50,hard,True,True,True,1.364,
on_duplicate_key,mysql,mysql,postgres,dialect_specific,55,hard,True,True,True,0.919,
on_duplicate_key,mysql,mysql,mysql,dialect_specific,55,hard,True,True,True,1.596,
on_duplicate_key,mysql,mysql,tsql,dialect_specific,55,hard,True,True,True,0.75,
on_duplicate_key,mysql,mysql,oracle,dialect_specific,55,hard,True,True,True,0.685,
on_duplicate_key,mysql,mysql,snowflake,dialect_specific,55,hard,True,True,True,0.699,
insert_ignore,mysql,mysql,postgres,dialect_specific,20,hard,True,True,False,0.298,
insert_ignore,mysql,mysql,mysql,dialect_specific,20,hard,True,True,True,1.621,
insert_ignore,mysql,mysql,tsql,dialect_specific,20,hard,True,True,False,0.47,
insert_ignore,mysql,mysql,oracle,dialect_specific,20,hard,True,True,False,0.317,
insert_ignore,mysql,mysql,snowflake,dialect_specific,20,hard,True,True,False,0.411,
top_select,sqlserver,tsql,postgres,basic,15,easy,True,True,True,0.497,
top_select,sqlserver,tsql,mysql,basic,15,easy,True,True,True,0.357,
top_select,sqlserver,tsql,tsql,basic,15,easy,True,True,True,0.666,
top_select,sqlserver,tsql,oracle,basic,15,easy,True,True,False,0.374,
top_select,sqlserver,tsql,snowflake,basic,15,easy,True,True,True,0.493,
identity_column,sqlserver,tsql,postgres,basic,35,easy,True,True,True,1.419,
identity_column,sqlserver,tsql,mysql,basic,35,easy,True,True,True,1.715,
identity_column,sqlserver,tsql,tsql,basic,35,easy,True,True,True,1.845,
identity_column,sqlserver,tsql,oracle,basic,35,easy,True,True,True,0.888,
identity_column,sqlserver,tsql,snowflake,basic,35,easy,True,True,True,0.962,
top_with_offset,sqlserver,tsql,postgres,intermediate,30,medium,True,True,True,0.505,
top_with_offset,sqlserver,tsql,mysql,intermediate,30,medium,True,True,False,0.414,
top_with_offset,sqlserver,tsql,tsql,intermediate,30,medium,True,True,True,0.723,
top_with_offset,sqlserver,tsql,oracle,intermediate,30,medium,True,True,True,1.047,
top_with_offset,sqlserver,tsql,snowflake,intermediate,30,medium,True,True,True,0.933,
try_convert,sqlserver,tsql,postgres,intermediate,35,medium,True,True,False,0.717,
try_convert,sqlserver,tsql,mysql,intermediate,35,medium,True,True,False,0.597,
try_convert,sqlserver,tsql,tsql,intermediate,35,medium,True,True,True,0.946,
try_convert,sqlserver,tsql,oracle,intermediate,35,medium,True,True,False,0.546,
try_convert,sqlserver,tsql,snowflake,intermediate,35,medium,True,True,False,0.819,
string_split,sqlserver,tsql,postgres,intermediate,25,medium,True,True,True,0.333,
string_split,sqlserver,tsql,mysql,intermediate,25,medium,True,True,True,0.34,
string_split,sqlserver,tsql,tsql,intermediate,25,medium,True,True,True,0.539,
string_split,sqlserver,tsql,oracle,intermediate,25,medium,True,True,True,0.313,
string_split,sqlserver,tsql,snowflake,intermediate,25,medium,True,True,True,0.622,
format_function,sqlserver,tsql,postgres,intermediate,35,medium,True,True,True,1.04,
format_function,sqlserver,tsql,mysql,intermediate,35,medium,True,True,False,0.69,
format_function,sqlserver,tsql,tsql,intermediate,35,medium,True,True,True,1.196,
format_function,sqlserver,tsql,oracle,intermediate,35,medium,True,True,False,0.641,
format_function,sqlserver,tsql,snowflake,intermediate,35,medium,True,True,False,0.771,
iif_function,sqlserver,tsql,postgres,intermediate,25,medium,True,True,False,0.488,
iif_function,sqlserver,tsql,mysql,intermediate,25,medium,True,True,False,0.476,
iif_function,sqlserver,tsql,tsql,intermediate,25,medium,True,True,True,0.75,
iif_function,sqlserver,tsql,oracle,intermediate,25,medium,True,True,False,0.437,
iif_function,sqlserver,tsql,snowflake,intermediate,25,medium,True,True,True,0.873,
cte_with_ranking,sqlserver,tsql,postgres,advanced,65,hard,True,True,True,1.366,
cte_with_ranking,sqlserver,tsql,mysql,advanced,65,hard,True,True,True,1.081,
cte_with_ranking,sqlserver,tsql,tsql,advanced,65,hard,True,True,True,1.938,
cte_with_ranking,sqlserver,tsql,oracle,advanced,65,hard,True,True,True,0.894,
cte_with_ranking,sqlserver,tsql,snowflake,advanced,65,hard,True,True,True,1.359,
pivot_table,sqlserver,tsql,postgres,advanced,70,hard,True,True,False,1.507,
pivot_table,sqlserver,tsql,mysql,advanced,70,hard,True,True,False,1.023,
pivot_table,sqlserver,tsql,tsql,advanced,70,hard,True,True,True,1.932,
pivot_table,sqlserver,tsql,oracle,advanced,70,hard,True,True,True,0.88,
pivot_table,sqlserver,tsql,snowflake,advanced,70,hard,True,True,True,1.387,
merge_statement,sqlserver,tsql,postgres,advanced,75,hard,True,True,False,1.889,
merge_statement,sqlserver,tsql,mysql,advanced,75,hard,True,True,True,1.238,
merge_statement,sqlserver,tsql,tsql,advanced,75,hard,True,True,True,2.107,
merge_statement,sqlserver,tsql,oracle,advanced,75,hard,True,True,True,1.349,
merge_statement,sqlserver,tsql,snowflake,advanced,75,hard,True,True,True,1.412,
xml_operations,sqlserver,tsql,postgres,dialect_specific,60,hard,True,True,True,0.617,
xml_operations,sqlserver,tsql,mysql,dialect_specific,60,hard,True,True,True,0.55,
xml_operations,sqlserver,tsql,tsql,dialect_specific,60,hard,True,True,True,0.875,
xml_operations,sqlserver,tsql,oracle,dialect_specific,60,hard,True,True,True,0.49,
xml_operations,sqlserver,tsql,snowflake,dialect_specific,60,hard,True,True,True,0.752,
json_operations,sqlserver,tsql,postgres,dialect_specific,55,hard,True,True,True,0.729,
json_operations,sqlserver,tsql,mysql,dialect_specific,55,hard,True,True,True,0.704,
json_operations,sqlserver,tsql,tsql,dialect_specific,55,hard,True,True,False,1.859,
json_operations,sqlserver,tsql,oracle,dialect_specific,55,hard,True,True,True,0.773,
json_operations,sqlserver,tsql,snowflake,dialect_specific,55,hard,True,True,True,1.049,
temporal_table,sqlserver,tsql,postgres,dialect_specific,50,hard,True,True,True,0.503,
temporal_table,sqlserver,tsql,mysql,dialect_specific,50,hard,True,True,True,0.406,
temporal_table,sqlserver,tsql,tsql,dialect_specific,50,hard,True,True,True,0.592,
temporal_table,sqlserver,tsql,oracle,dialect_specific,50,hard,True,True,True,0.293,
temporal_table,sqlserver,tsql,snowflake,dialect_specific,50,hard,True,True,True,0.438,
rownum_limit,oracle,oracle,postgres,basic,25,easy,True,True,True,0.521,
rownum_limit,oracle,oracle,mysql,basic,25,easy,True,True,False,0.654,
rownum_limit,oracle,oracle,tsql,basic,25,easy,True,True,False,0.995,
rownum_limit,oracle,oracle,oracle,basic,25,easy,True,True,True,1.19,
rownum_limit,oracle,oracle,snowflake,basic,25,easy,True,True,True,1.097,
sequence_nextval,oracle,oracle,postgres,basic,20,easy,True,True,True,0.575,
sequence_nextval,oracle,oracle,mysql,basic,20,easy,True,True,True,0.474,
sequence_nextval,oracle,oracle,tsql,basic,20,easy,True,True,True,0.47,
sequence_nextval,oracle,oracle,oracle,basic,20,easy,True,True,True,0.648,
sequence_nextval,oracle,oracle,snowflake,basic,20,easy,True,True,True,0.405,
sysdate,oracle,oracle,postgres,basic,15,easy,True,True,True,0.406,
sysdate,oracle,oracle,mysql,basic,15,easy,True,True,True,0.391,
sysdate,oracle,oracle,tsql,basic,15,easy,True,True,True,0.411,
sysdate,oracle,oracle,oracle,basic,15,easy,True,True,True,0.733,
sysdate,oracle,oracle,snowflake,basic,15,easy,True,True,True,0.703,
dual_table,oracle,oracle,postgres,basic,10,easy,True,True,True,0.242,
dual_table,oracle,oracle,mysql,basic,10,easy,True,True,True,0.262,
dual_table,oracle,oracle,tsql,basic,10,easy,True,True,True,0.309,
dual_table,oracle,oracle,oracle,basic,10,easy,True,True,True,0.445,
dual_table,oracle,oracle,snowflake,basic,10,easy,True,True,True,0.432,
decode_function,oracle,oracle,postgres,intermediate,35,medium,True,True,False,0.626,
decode_function,oracle,oracle,mysql,intermediate,35,medium,True,True,False,0.587,
decode_function,oracle,oracle,tsql,intermediate,35,medium,True,True,False,0.556,
decode_function,oracle,oracle,oracle,intermediate,35,medium,True,True,True,0.721,
decode_function,oracle,oracle,snowflake,intermediate,35,medium,True,True,True,0.617,
nvl_function,oracle,oracle,postgres,intermediate,25,medium,True,True,True,0.378,
nvl_function,oracle,oracle,mysql,intermediate,25,medium,True,True,True,0.35,
nvl_function,oracle,oracle,tsql,intermediate,25,medium,True,True,True,0.545,
nvl_function,oracle,oracle,oracle,intermediate,25,medium,True,True,True,0.913,
nvl_function,oracle,oracle,snowflake,intermediate,25,medium,True,True,True,0.748,
to_char_date,oracle,oracle,postgres,intermediate,40,medium,True,True,False,0.799,
to_char_date,oracle,oracle,mysql,intermediate,40,medium,True,True,False,1.296,
to_char_date,oracle,oracle,tsql,intermediate,40,medium,True,True,False,1.378,
to_char_date,oracle,oracle,oracle,intermediate,40,medium,True,True,True,1.237,
to_char_date,oracle,oracle,snowflake,intermediate,40,medium,True,True,True,1.004,
row_number_pagination,oracle,oracle,postgres,intermediate,50,medium,True,True,True,1.26,
row_number_pagination,oracle,oracle,mysql,intermediate,50,medium,True,True,False,1.229,
row_number_pagination,oracle,oracle,tsql,intermediate,50,medium,True,True,False,1.045,
row_number_pagination,oracle,oracle,oracle,intermediate,50,medium,True,True,True,1.233,
row_number_pagination,oracle,oracle,snowflake,intermediate,50,medium,True,True,True,1.078,
analytical_functions,oracle,oracle,postgres,advanced,75,hard,True,True,True,1.34,
analytical_functions,oracle,oracle,mysql,advanced,75,hard,True,True,False,1.825,
analytical_functions,oracle,oracle,tsql,advanced,75,hard,True,True,False,1.445,
analytical_functions,oracle,oracle,oracle,advanced,75,hard,True,True,True,1.639,
analytical_functions,oracle,oracle,snowflake,advanced,75,hard,True,True,True,2.01,
pivot_unpivot,oracle,oracle,postgres,advanced,70,hard,True,True,False,1.443,
pivot_unpivot,oracle,oracle,mysql,advanced,70,hard,True,True,False,12.384,
pivot_unpivot,oracle,oracle,tsql,advanced,70,hard,True,True,True,1.695,
pivot_unpivot,oracle,oracle,oracle,advanced,70,hard,True,True,True,2.502,
pivot_unpivot,oracle,oracle,snowflake,advanced,70,hard,True,True,True,1.592,
connect_by,oracle,oracle,postgres,dialect_specific,70,hard,True,True,True,1.174,
connect_by,oracle,oracle,mysql,dialect_specific,70,hard,True,True,True,1.155,
connect_by,oracle,oracle,tsql,dialect_specific,70,hard,True,True,True,0.985,
connect_by,oracle,oracle,oracle,dialect_specific,70,hard,True,True,True,1.103,
connect_by,oracle,oracle,snowflake,dialect_specific,70,hard,True,True,True,0.804,
listagg,oracle,oracle,postgres,dialect_specific,50,hard,True,True,True,0.721,
listagg,oracle,oracle,mysql,dialect_specific,50,hard,True,True,False,0.817,
listagg,oracle,oracle,tsql,dialect_specific,50,hard,True,True,False,1.039,
listagg,oracle,oracle,oracle,dialect_specific,50,hard,True,True,True,1.264,
listagg,oracle,oracle,snowflake,dialect_specific,50,hard,True,True,True,0.934,
sys_context,oracle,oracle,postgres,dialect_specific,30,hard,True,True,True,0.525,
sys_context,oracle,oracle,mysql,dialect_specific,30,hard,True,True,True,0.582,
sys_context,oracle,oracle,tsql,dialect_specific,30,hard,True,True,True,0.411,
sys_context,oracle,oracle,oracle,dialect_specific,30,hard,True,True,True,0.562,
sys_context,oracle,oracle,snowflake,dialect_specific,30,hard,True,True,True,0.515,
simple_select,snowflake,snowflake,postgres,basic,10,easy,True,True,True,0.378,
simple_select,snowflake,snowflake,mysql,basic,10,easy,True,True,True,0.364,
simple_select,snowflake,snowflake,tsql,basic,10,easy,True,True,True,0.451,
simple_select,snowflake,snowflake,oracle,basic,10,easy,True,True,True,0.943,
simple_select,snowflake,snowflake,snowflake,basic,10,easy,True,True,True,1.211,
limit_offset,snowflake,snowflake,postgres,basic,20,easy,True,True,True,0.606,
limit_offset,snowflake,snowflake,mysql,basic,20,easy,True,True,False,0.561,
limit_offset,snowflake,snowflake,tsql,basic,20,easy,True,True,False,0.686,
limit_offset,snowflake,snowflake,oracle,basic,20,easy,True,True,False,0.676,
limit_offset,snowflake,snowflake,snowflake,basic,20,easy,True,True,True,1.209,
create_table,snowflake,snowflake,postgres,basic,35,easy,True,True,False,1.638,
create_table,snowflake,snowflake,mysql,basic,35,easy,True,True,True,1.588,
create_table,snowflake,snowflake,tsql,basic,35,easy,True,True,True,1.023,
create_table,snowflake,snowflake,oracle,basic,35,easy,True,True,True,0.891,
create_table,snowflake,snowflake,snowflake,basic,35,easy,True,True,True,1.676,
insert_values,snowflake,snowflake,postgres,basic,20,easy,True,True,True,0.464,
insert_values,snowflake,snowflake,mysql,basic,20,easy,True,True,True,0.457,
insert_values,snowflake,snowflake,tsql,basic,20,easy,True,True,True,0.978,
insert_values,snowflake,snowflake,oracle,basic,20,easy,True,True,True,1.141,
insert_values,snowflake,snowflake,snowflake,basic,20,easy,True,True,True,0.877,
flatten_array,snowflake,snowflake,postgres,intermediate,55,medium,True,True,False,0.76,
flatten_array,snowflake,snowflake,mysql,intermediate,55,medium,True,True,True,0.714,
flatten_array,snowflake,snowflake,tsql,intermediate,55,medium,True,True,False,1.045,
flatten_array,snowflake,snowflake,oracle,intermediate,55,medium,True,True,True,0.736,
flatten_array,snowflake,snowflake,snowflake,intermediate,55,medium,True,True,True,2.454,
try_cast,snowflake,snowflake,postgres,intermediate,40,medium,True,True,False,0.995,
try_cast,snowflake,snowflake,mysql,intermediate,40,medium,True,True,False,0.824,
try_cast,snowflake,snowflake,tsql,intermediate,40,medium,True,True,True,0.807,
try_cast,snowflake,snowflake,oracle,intermediate,40,medium,True,True,True,0.754,
try_cast,snowflake,snowflake,snowflake,intermediate,40,medium,True,True,True,1.862,
qualify_clause,snowflake,snowflake,postgres,intermediate,60,medium,True,True,False,1.854,
qualify_clause,snowflake,snowflake,mysql,intermediate,60,medium,True,True,False,1.182,
qualify_clause,snowflake,snowflake,tsql,intermediate,60,medium,True,True,False,1.212,
qualify_clause,snowflake,snowflake,oracle,intermediate,60,medium,True,True,False,0.884,
qualify_clause,snowflake,snowflake,snowflake,intermediate,60,medium,True,True,True,1.397,
iff_function,snowflake,snowflake,postgres,intermediate,25,medium,True,True,False,1.083,
iff_function,snowflake,snowflake,mysql,intermediate,25,medium,True,True,False,1.301,
iff_function,snowflake,snowflake,tsql,intermediate,25,medium,True,True,True,0.663,
iff_function,snowflake,snowflake,oracle,intermediate,25,medium,True,True,False,0.532,
iff_function,snowflake,snowflake,snowflake,intermediate,25,medium,True,True,True,1.133,
stream_processing,snowflake,snowflake,postgres,advanced,70,hard,True,True,True,0.899,
stream_processing,snowflake,snowflake,mysql,advanced,70,hard,True,True,True,1.247,
stream_processing,snowflake,snowflake,tsql,advanced,70,hard,True,True,True,1.781,
stream_processing,snowflake,snowflake,oracle,advanced,70,hard,True,True,True,0.76,
stream_processing,snowflake,snowflake,snowflake,advanced,70,hard,True,True,True,2.317,
cte_with_window,snowflake,snowflake,postgres,advanced,80,hard,True,True,False,2.657,
cte_with_window,snowflake,snowflake,mysql,advanced,80,hard,True,True,False,4.026,
cte_with_window,snowflake,snowflake,tsql,advanced,80,hard,True,True,False,2.268,
cte_with_window,snowflake,snowflake,oracle,advanced,80,hard,True,True,True,2.612,
cte_with_window,snowflake,snowflake,snowflake,advanced,80,hard,True,True,True,8.982,
variant_json,snowflake,snowflake,postgres,dialect_specific,50,hard,True,True,True,0.747,
variant_json,snowflake,snowflake,mysql,dialect_specific,50,hard,True,True,True,0.738,
variant_json,snowflake,snowflake,tsql,dialect_specific,50,hard,True,True,False,0.948,
variant_json,snowflake,snowflake,oracle,dialect_specific,50,hard,True,True,True,0.687,
variant_json,snowflake,snowflake,snowflake,dialect_specific,50,hard,True,True,True,1.332,
time_travel,snowflake,snowflake,postgres,dialect_specific,40,hard,True,True,True,0.458,
time_travel,snowflake,snowflake,mysql,dialect_specific,40,hard,True,True,True,0.639,
time_travel,snowflake,snowflake,tsql,dialect_specific,40,hard,True,True,True,0.929,
time_travel,snowflake,snowflake,oracle,dialect_specific,40,hard,True,True,True,0.627,
time_travel,snowflake,snowflake,snowflake,dialect_specific,40,hard,True,True,True,1.265,
clone_table,snowflake,snowflake,postgres,dialect_specific,20,hard,True,True,True,0.583,
clone_table,snowflake,snowflake,mysql,dialect_specific,20,hard,True,True,True,0.368,
clone_table,snowflake,snowflake,tsql,dialect_specific,20,hard,True,True,True,0.471,
clone_table,snowflake,snowflake,oracle,dialect_specific,20,hard,True,True,True,0.749,
clone_table,snowflake,snowflake,snowflake,dialect_specific,20,hard,True,True,True,0.796,
array_construct,snowflake,snowflake,postgres,dialect_specific,30,hard,True,True,True,0.641,
array_construct,snowflake,snowflake,mysql,dialect_specific,30,hard,True,True,True,0.87,
array_construct,snowflake,snowflake,tsql,dialect_specific,30,hard,True,True,True,0.782,
array_construct,snowflake,snowflake,oracle,dialect_specific,30,hard,True,True,True,0.748,
array_construct,snowflake,snowflake,snowflake,dialect_specific,30,hard,True,True,True,1.144,
