auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.25886844788555297,0.6,0.3789292730844794,0.6176941553242594,0.4697108066971081,0.782504425272646,0.052685304778967545,D1,rule
0.0768058587151059,0.0878533349075421,0.09160888097207201,0.5764611689351481,0.15809408793983643,0.6394971983586619,0.29746677221782425,D1,stat
0.2458574123258924,0.5929591455962305,0.34286406590743884,0.566453162530024,0.4271698113207547,0.7549777582993022,0.056497645931419524,D1,iforest
0.0833210419601613,9.418294813590429e-11,0.11797890605837626,0.19255404323458766,0.14631178707224335,0.5588202489828202,0.07491354526894713,D1,lof
0.18450432847145765,0.3283444060011399,0.25043153049482164,0.6969575660528423,0.36846560846560844,0.7941997946509368,0.1085579767509687,D1,hybrid
0.4642150229104708,0.9216068850891883,0.49421425905188504,0.5300240192153723,0.5114931427467645,0.7508980143574883,0.028227990500395816,D1,hybrid_lr
0.1533594916048593,0.6,0.25952567109721136,0.4979,0.3412026726057906,0.7119552083333334,0.07398958333333333,D2,rule
0.06761109358057693,0.25395353876826343,0.07353832478079922,0.728,0.1335828837755514,0.62515625,0.4776875,D2,stat
0.2143597085515139,0.4537175640456038,0.26479358866834407,0.5683,0.3612612039921175,0.7430588541666667,0.08218229166666667,D2,iforest
0.052047445413345696,1.9407627179222487e-11,0.05822624715132858,0.488,0.1040389719755679,0.5384505208333333,0.4110989583333333,D2,lof
0.2198746166478494,0.5266415762848693,0.2828700429744873,0.52,0.36641651692914773,0.7256692708333333,0.06866145833333333,D2,hybrid
0.21045846611251162,0.6710171555492448,0.2518646937870419,0.6247,0.358992040916013,0.7640270833333334,0.09664583333333333,D2,hybrid_lr
0.758658074790984,0.6,0.6227296315516346,0.8,0.7003209804493726,0.8872456140350877,0.02550877192982456,D3,rule
0.09814099582493085,0.12748305828894424,0.11362940275650842,0.49466666666666664,0.18480697384806974,0.6457894736842105,0.20308771929824562,D3,stat
0.5558922412354308,0.42450944692812037,0.4622132253711201,0.9133333333333333,0.6137992831541219,0.9287017543859649,0.05592982456140351,D3,iforest
0.06268370860231429,0.05078626296707025,0.06098827719246179,0.274,0.09976938948901566,0.5259824561403509,0.22203508771929825,D3,lof
0.6819032095676067,0.34362144792669636,0.5669028761984161,0.9066666666666666,0.6976147730187228,0.9351052631578947,0.03645614035087719,D3,hybrid
0.8164489995409855,0.9539365177780074,0.6593959731543624,0.786,0.7171532846715328,0.8823157894736842,0.021368421052631578,D3,hybrid_lr
