auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.25713948380307333,0.6,0.37861915367483295,0.6129807692307693,0.46810463515374023,0.7803363141212591,0.05230814098825098,D1,rule
0.17309418631367435,0.5238100791931612,0.2183734939759036,0.6971153846153846,0.33256880733944955,0.783688098107209,0.1297391884009666,D1,stat
0.25280352750383767,0.6188421583765289,0.34541120381406437,0.5805288461538461,0.43311911522941265,0.7616626398921884,0.05720356636946921,D1,iforest
0.10795235099570928,8.035576103738422e-11,0.21574344023323616,0.1482371794871795,0.17573023034908572,0.5601093405143588,0.028018498458461796,D1,lof
0.1747272126430985,0.5742181022754298,0.22730233163996352,0.6991185897435898,0.3430649759166421,0.7877727770816108,0.1235730355803683,D1,hybrid
0.26720171212892124,0.7854785945714697,0.35979076643165797,0.6338141025641025,0.45901639344262296,0.787586577988159,0.05864094658778435,D1,hybrid_lr
0.15392151115833103,0.6,0.25934249725604974,0.4962,0.3406446298012563,0.7111963541666666,0.07380729166666666,D2,rule
0.19186527161071437,0.5532666424785684,0.23685459002134893,0.5991,0.3394911316371055,0.7492817708333332,0.10053645833333333,D2,stat
0.22788508160514045,0.48764210073004755,0.2868076963963006,0.5396,0.37454015409176095,0.7348572916666667,0.06988541666666667,D2,iforest
0.07580542035457474,1.6522142575010666e-15,0.07941831376968964,0.2889,0.12458761886279837,0.5572416666666666,0.17441666666666666,D2,lof
0.19658706388297506,0.6,0.25289275915543363,0.636,0.3618879626731913,0.7690703125,0.097859375,D2,hybrid
0.24346421127436457,0.6939150083952976,0.27133848476774136,0.611,0.375791869118642,0.7627708333333334,0.08545833333333333,D2,hybrid_lr
0.5945263157894737,0.7,0.5370569280343717,1.0,0.6988120195667366,0.9773157894736841,0.04536842105263158,D3,rule
0.3316225867043568,1.0,0.39074762494836845,0.6306666666666667,0.48252996684519256,0.7894561403508772,0.05175438596491228,D3,stat
0.7303037565061344,0.43219960539706526,0.5170731707317073,0.9186666666666666,0.6617046818727491,0.9367543859649123,0.045157894736842105,D3,iforest
0.10798592899464124,0.062012626876399746,0.18074756784434204,0.23533333333333334,0.20445988995076744,0.5895964912280702,0.056140350877192984,D3,lof
0.3558853229915348,1.0,0.39074762494836845,0.6306666666666667,0.48252996684519256,0.7894561403508772,0.05175438596491228,D3,hybrid
0.8921179886693493,0.9568017348901224,0.9349220898258478,0.68,0.7873407950598225,0.8387543859649123,0.0024912280701754387,D3,hybrid_lr
