query,src_folder,src_dialect,tgt_dialect,level_x,complexity,difficulty,parse_ok,transpile_ok,ast_equiv,latency_ms,error,name,level_y,cte,window,pivot,array,lateral,json,ddl,dml_nonsel,subquery,union,groupby,having,case,recursive,dialect_specific
exists_clause,postgresql,postgres,tsql,intermediate,40,medium,True,True,True,0.688,,exists_clause,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
exists_clause,postgresql,postgres,oracle,intermediate,40,medium,True,True,True,0.615,,exists_clause,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
exists_clause,postgresql,postgres,snowflake,intermediate,40,medium,True,True,True,1.164,,exists_clause,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
window_lead_lag,postgresql,postgres,postgres,intermediate,50,medium,True,True,True,1.304,,window_lead_lag,intermediate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_lead_lag,postgresql,postgres,mysql,intermediate,50,medium,True,True,False,0.968,,window_lead_lag,intermediate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_lead_lag,postgresql,postgres,tsql,intermediate,50,medium,True,True,False,0.956,,window_lead_lag,intermediate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_lead_lag,postgresql,postgres,oracle,intermediate,50,medium,True,True,True,0.759,,window_lead_lag,intermediate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_lead_lag,postgresql,postgres,snowflake,intermediate,50,medium,True,True,True,0.927,,window_lead_lag,intermediate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
cross_join,postgresql,postgres,postgres,intermediate,25,medium,True,True,True,0.7,,cross_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cross_join,postgresql,postgres,mysql,intermediate,25,medium,True,True,True,0.407,,cross_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cross_join,postgresql,postgres,tsql,intermediate,25,medium,True,True,True,0.44,,cross_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cross_join,postgresql,postgres,oracle,intermediate,25,medium,True,True,True,0.38,,cross_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cross_join,postgresql,postgres,snowflake,intermediate,25,medium,True,True,True,0.566,,cross_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_outer_join,postgresql,postgres,postgres,intermediate,35,medium,True,True,True,0.755,,full_outer_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_outer_join,postgresql,postgres,mysql,intermediate,35,medium,True,True,False,1.135,,full_outer_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_outer_join,postgresql,postgres,tsql,intermediate,35,medium,True,True,True,0.485,,full_outer_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_outer_join,postgresql,postgres,oracle,intermediate,35,medium,True,True,True,0.414,,full_outer_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_outer_join,postgresql,postgres,snowflake,intermediate,35,medium,True,True,True,0.563,,full_outer_join,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
extract_date_parts,postgresql,postgres,postgres,intermediate,40,medium,True,True,True,0.933,,extract_date_parts,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
extract_date_parts,postgresql,postgres,mysql,intermediate,40,medium,True,True,True,0.561,,extract_date_parts,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
extract_date_parts,postgresql,postgres,tsql,intermediate,40,medium,True,True,True,0.616,,extract_date_parts,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
extract_date_parts,postgresql,postgres,oracle,intermediate,40,medium,True,True,True,0.591,,extract_date_parts,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
extract_date_parts,postgresql,postgres,snowflake,intermediate,40,medium,True,True,True,0.724,,extract_date_parts,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
conditional_aggregation,postgresql,postgres,postgres,intermediate,45,medium,True,True,True,1.764,,conditional_aggregation,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
conditional_aggregation,postgresql,postgres,mysql,intermediate,45,medium,True,True,True,0.777,,conditional_aggregation,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
conditional_aggregation,postgresql,postgres,tsql,intermediate,45,medium,True,True,True,0.808,,conditional_aggregation,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
conditional_aggregation,postgresql,postgres,oracle,intermediate,45,medium,True,True,True,0.787,,conditional_aggregation,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
conditional_aggregation,postgresql,postgres,snowflake,intermediate,45,medium,True,True,True,0.943,,conditional_aggregation,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
row_number_pagination,postgresql,postgres,postgres,intermediate,50,medium,True,True,True,1.148,,row_number_pagination,intermediate,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
row_number_pagination,postgresql,postgres,mysql,intermediate,50,medium,True,True,False,0.767,,row_number_pagination,intermediate,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
row_number_pagination,postgresql,postgres,tsql,intermediate,50,medium,True,True,False,1.217,,row_number_pagination,intermediate,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
row_number_pagination,postgresql,postgres,oracle,intermediate,50,medium,True,True,True,0.701,,row_number_pagination,intermediate,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
row_number_pagination,postgresql,postgres,snowflake,intermediate,50,medium,True,True,True,0.943,,row_number_pagination,intermediate,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
regexp_matching,postgresql,postgres,postgres,intermediate,35,medium,True,True,True,0.552,,regexp_matching,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
regexp_matching,postgresql,postgres,mysql,intermediate,35,medium,True,True,True,0.358,,regexp_matching,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
regexp_matching,postgresql,postgres,tsql,intermediate,35,medium,True,True,True,0.36,,regexp_matching,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
regexp_matching,postgresql,postgres,oracle,intermediate,35,medium,True,True,True,0.323,,regexp_matching,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
regexp_matching,postgresql,postgres,snowflake,intermediate,35,medium,True,True,True,0.45,,regexp_matching,intermediate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
recursive_cte,postgresql,postgres,postgres,advanced,75,hard,True,True,True,2.244,,recursive_cte,advanced,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
recursive_cte,postgresql,postgres,mysql,advanced,75,hard,True,True,False,2.081,,recursive_cte,advanced,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
recursive_cte,postgresql,postgres,tsql,advanced,75,hard,True,True,False,1.896,,recursive_cte,advanced,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
recursive_cte,postgresql,postgres,oracle,advanced,75,hard,True,True,True,1.442,,recursive_cte,advanced,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
recursive_cte,postgresql,postgres,snowflake,advanced,75,hard,True,True,True,2.25,,recursive_cte,advanced,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
multiple_ctes,postgresql,postgres,postgres,advanced,80,hard,True,True,True,3.014,,multiple_ctes,advanced,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
multiple_ctes,postgresql,postgres,mysql,advanced,80,hard,True,True,False,2.606,,multiple_ctes,advanced,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
multiple_ctes,postgresql,postgres,tsql,advanced,80,hard,True,True,True,2.354,,multiple_ctes,advanced,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
multiple_ctes,postgresql,postgres,oracle,advanced,80,hard,True,True,True,11.303,,multiple_ctes,advanced,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
multiple_ctes,postgresql,postgres,snowflake,advanced,80,hard,True,True,True,2.859,,multiple_ctes,advanced,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
window_moving_average,postgresql,postgres,postgres,advanced,70,hard,True,True,True,1.703,,window_moving_average,advanced,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_moving_average,postgresql,postgres,mysql,advanced,70,hard,True,True,True,1.096,,window_moving_average,advanced,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_moving_average,postgresql,postgres,tsql,advanced,70,hard,True,True,True,1.036,,window_moving_average,advanced,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_moving_average,postgresql,postgres,oracle,advanced,70,hard,True,True,True,0.91,,window_moving_average,advanced,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
window_moving_average,postgresql,postgres,snowflake,advanced,70,hard,True,True,True,1.416,,window_moving_average,advanced,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
lateral_join,postgresql,postgres,postgres,advanced,65,hard,True,True,True,1.588,,lateral_join,advanced,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
lateral_join,postgresql,postgres,mysql,advanced,65,hard,True,True,False,1.096,,lateral_join,advanced,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
lateral_join,postgresql,postgres,tsql,advanced,65,hard,True,True,False,1.256,,lateral_join,advanced,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
lateral_join,postgresql,postgres,oracle,advanced,65,hard,True,True,False,1.009,,lateral_join,advanced,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
lateral_join,postgresql,postgres,snowflake,advanced,65,hard,True,True,True,1.527,,lateral_join,advanced,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
pivot_crosstab,postgresql,postgres,postgres,advanced,80,hard,True,True,True,1.095,,pivot_crosstab,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pivot_crosstab,postgresql,postgres,mysql,advanced,80,hard,True,True,True,0.576,,pivot_crosstab,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pivot_crosstab,postgresql,postgres,tsql,advanced,80,hard,True,True,True,0.569,,pivot_crosstab,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pivot_crosstab,postgresql,postgres,oracle,advanced,80,hard,True,True,True,0.532,,pivot_crosstab,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pivot_crosstab,postgresql,postgres,snowflake,advanced,80,hard,True,True,False,0.992,,pivot_crosstab,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
percentile_calculation,postgresql,postgres,postgres,advanced,60,hard,True,True,True,1.551,,percentile_calculation,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
percentile_calculation,postgresql,postgres,mysql,advanced,60,hard,True,True,False,1.295,,percentile_calculation,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
percentile_calculation,postgresql,postgres,tsql,advanced,60,hard,True,True,False,1.354,,percentile_calculation,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
percentile_calculation,postgresql,postgres,oracle,advanced,60,hard,True,True,True,0.962,,percentile_calculation,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
percentile_calculation,postgresql,postgres,snowflake,advanced,60,hard,True,True,True,1.215,,percentile_calculation,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
generate_series_dates,postgresql,postgres,postgres,advanced,70,hard,True,True,True,2.247,,generate_series_dates,advanced,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
generate_series_dates,postgresql,postgres,mysql,advanced,70,hard,True,True,False,1.448,,generate_series_dates,advanced,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
generate_series_dates,postgresql,postgres,tsql,advanced,70,hard,True,True,False,1.491,,generate_series_dates,advanced,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
generate_series_dates,postgresql,postgres,oracle,advanced,70,hard,True,True,False,1.283,,generate_series_dates,advanced,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
generate_series_dates,postgresql,postgres,snowflake,advanced,70,hard,True,True,False,1.661,,generate_series_dates,advanced,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
full_text_search,postgresql,postgres,postgres,advanced,65,hard,True,True,True,2.165,,full_text_search,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_text_search,postgresql,postgres,mysql,advanced,65,hard,True,True,False,0.836,,full_text_search,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_text_search,postgresql,postgres,tsql,advanced,65,hard,True,True,False,0.81,,full_text_search,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_text_search,postgresql,postgres,oracle,advanced,65,hard,True,True,False,0.729,,full_text_search,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
full_text_search,postgresql,postgres,snowflake,advanced,65,hard,True,True,False,0.936,,full_text_search,advanced,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
complex_nested_query,postgresql,postgres,postgres,advanced,75,hard,True,True,True,3.157,,complex_nested_query,advanced,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
complex_nested_query,postgresql,postgres,mysql,advanced,75,hard,True,True,False,2.35,,complex_nested_query,advanced,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
complex_nested_query,postgresql,postgres,tsql,advanced,75,hard,True,True,False,2.185,,complex_nested_query,advanced,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
complex_nested_query,postgresql,postgres,oracle,advanced,75,hard,True,True,True,1.938,,complex_nested_query,advanced,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
complex_nested_query,postgresql,postgres,snowflake,advanced,75,hard,True,True,True,3.216,,complex_nested_query,advanced,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
upsert_on_conflict,postgresql,postgres,postgres,advanced,60,hard,True,True,True,1.48,,upsert_on_conflict,advanced,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
upsert_on_conflict,postgresql,postgres,mysql,advanced,60,hard,True,True,True,0.938,,upsert_on_conflict,advanced,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
upsert_on_conflict,postgresql,postgres,tsql,advanced,60,hard,True,True,True,0.984,,upsert_on_conflict,advanced,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
upsert_on_conflict,postgresql,postgres,oracle,advanced,60,hard,True,True,True,0.925,,upsert_on_conflict,advanced,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
upsert_on_conflict,postgresql,postgres,snowflake,advanced,60,hard,True,True,True,1.291,,upsert_on_conflict,advanced,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
array_agg,postgresql,postgres,postgres,dialect_specific,40,hard,True,True,True,0.866,,array_agg,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
array_agg,postgresql,postgres,mysql,dialect_specific,40,hard,True,True,False,0.593,,array_agg,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
array_agg,postgresql,postgres,tsql,dialect_specific,40,hard,True,True,False,0.622,,array_agg,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
array_agg,postgresql,postgres,oracle,dialect_specific,40,hard,True,True,True,0.49,,array_agg,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
array_agg,postgresql,postgres,snowflake,dialect_specific,40,hard,True,True,False,0.637,,array_agg,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
jsonb_aggregation,postgresql,postgres,postgres,dialect_specific,60,hard,True,True,True,0.838,,jsonb_aggregation,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
jsonb_aggregation,postgresql,postgres,mysql,dialect_specific,60,hard,True,True,True,0.503,,jsonb_aggregation,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
jsonb_aggregation,postgresql,postgres,tsql,dialect_specific,60,hard,True,True,True,0.535,,jsonb_aggregation,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
jsonb_aggregation,postgresql,postgres,oracle,dialect_specific,60,hard,True,True,True,0.511,,jsonb_aggregation,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
jsonb_aggregation,postgresql,postgres,snowflake,dialect_specific,60,hard,True,True,True,0.963,,jsonb_aggregation,dialect_specific,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
gin_index_usage,postgresql,postgres,postgres,dialect_specific,30,hard,True,True,True,0.44,,gin_index_usage,dialect_specific,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
gin_index_usage,postgresql,postgres,mysql,dialect_specific,30,hard,True,True,False,0.335,,gin_index_usage,dialect_specific,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
gin_index_usage,postgresql,postgres,tsql,dialect_specific,30,hard,True,True,False,0.591,,gin_index_usage,dialect_specific,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
gin_index_usage,postgresql,postgres,oracle,dialect_specific,30,hard,True,True,True,0.423,,gin_index_usage,dialect_specific,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
gin_index_usage,postgresql,postgres,snowflake,dialect_specific,30,hard,True,True,True,0.464,,gin_index_usage,dialect_specific,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
listen_notify,postgresql,postgres,postgres,dialect_specific,20,hard,False,False,False,0.089,parse:ParseError,listen_notify,dialect_specific,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
listen_notify,postgresql,postgres,mysql,dialect_specific,20,hard,False,False,False,0.072,parse:ParseError,listen_notify,dialect_specific,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
listen_notify,postgresql,postgres,tsql,dialect_specific,20,hard,False,False,False,0.066,parse:ParseError,listen_notify,dialect_specific,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
listen_notify,postgresql,postgres,oracle,dialect_specific,20,hard,False,False,False,0.059,parse:ParseError,listen_notify,dialect_specific,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
listen_notify,postgresql,postgres,snowflake,dialect_specific,20,hard,False,False,False,0.06,parse:ParseError,listen_notify,dialect_specific,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uuid_generation,postgresql,postgres,postgres,dialect_specific,25,hard,True,True,True,0.778,,uuid_generation,dialect_specific,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
uuid_generation,postgresql,postgres,mysql,dialect_specific,25,hard,True,True,True,0.432,,uuid_generation,dialect_specific,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
uuid_generation,postgresql,postgres,tsql,dialect_specific,25,hard,True,True,True,0.448,,uuid_generation,dialect_specific,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
uuid_generation,postgresql,postgres,oracle,dialect_specific,25,hard,True,True,True,0.429,,uuid_generation,dialect_specific,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
uuid_generation,postgresql,postgres,snowflake,dialect_specific,25,hard,True,True,True,0.452,,uuid_generation,dialect_specific,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
simple_select,mysql,mysql,postgres,basic,10,easy,True,True,True,0.307,,simple_select,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
simple_select,mysql,mysql,mysql,basic,10,easy,True,True,True,0.471,,simple_select,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
simple_select,mysql,mysql,tsql,basic,10,easy,True,True,True,0.616,,simple_select,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
simple_select,mysql,mysql,oracle,basic,10,easy,True,True,True,0.308,,simple_select,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
simple_select,mysql,mysql,snowflake,basic,10,easy,True,True,True,0.412,,simple_select,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
auto_increment_table,mysql,mysql,postgres,basic,35,easy,True,True,False,1.01,,auto_increment_table,basic,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
auto_increment_table,mysql,mysql,mysql,basic,35,easy,True,True,True,1.383,,auto_increment_table,basic,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
auto_increment_table,mysql,mysql,tsql,basic,35,easy,True,True,True,0.881,,auto_increment_table,basic,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
auto_increment_table,mysql,mysql,oracle,basic,35,easy,True,True,True,0.824,,auto_increment_table,basic,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
auto_increment_table,mysql,mysql,snowflake,basic,35,easy,True,True,True,0.907,,auto_increment_table,basic,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
insert_with_now,mysql,mysql,postgres,basic,15,easy,True,True,False,0.514,,insert_with_now,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
insert_with_now,mysql,mysql,mysql,basic,15,easy,True,True,True,1.019,,insert_with_now,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
insert_with_now,mysql,mysql,tsql,basic,15,easy,True,True,True,0.446,,insert_with_now,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
insert_with_now,mysql,mysql,oracle,basic,15,easy,True,True,True,0.417,,insert_with_now,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
insert_with_now,mysql,mysql,snowflake,basic,15,easy,True,True,True,0.432,,insert_with_now,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
basic_update,mysql,mysql,postgres,basic,15,easy,True,True,True,0.311,,basic_update,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
basic_update,mysql,mysql,mysql,basic,15,easy,True,True,True,0.456,,basic_update,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
basic_update,mysql,mysql,tsql,basic,15,easy,True,True,True,0.318,,basic_update,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
basic_update,mysql,mysql,oracle,basic,15,easy,True,True,True,0.283,,basic_update,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
basic_update,mysql,mysql,snowflake,basic,15,easy,True,True,True,0.322,,basic_update,basic,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
limit_offset,mysql,mysql,postgres,basic,20,easy,True,True,True,0.546,,limit_offset,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
limit_offset,mysql,mysql,mysql,basic,20,easy,True,True,True,0.702,,limit_offset,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
limit_offset,mysql,mysql,tsql,basic,20,easy,True,True,False,0.449,,limit_offset,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
limit_offset,mysql,mysql,oracle,basic,20,easy,True,True,False,0.391,,limit_offset,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
limit_offset,mysql,mysql,snowflake,basic,20,easy,True,True,True,0.498,,limit_offset,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
inner_join,mysql,mysql,postgres,basic,20,easy,True,True,True,0.523,,inner_join,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
inner_join,mysql,mysql,mysql,basic,20,easy,True,True,True,0.949,,inner_join,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
inner_join,mysql,mysql,tsql,basic,20,easy,True,True,True,0.549,,inner_join,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
inner_join,mysql,mysql,oracle,basic,20,easy,True,True,True,0.477,,inner_join,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
inner_join,mysql,mysql,snowflake,basic,20,easy,True,True,True,0.687,,inner_join,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aggregate_count,mysql,mysql,postgres,basic,20,easy,True,True,True,0.425,,aggregate_count,basic,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
aggregate_count,mysql,mysql,mysql,basic,20,easy,True,True,True,0.627,,aggregate_count,basic,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
aggregate_count,mysql,mysql,tsql,basic,20,easy,True,True,True,0.408,,aggregate_count,basic,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
aggregate_count,mysql,mysql,oracle,basic,20,easy,True,True,True,0.379,,aggregate_count,basic,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
aggregate_count,mysql,mysql,snowflake,basic,20,easy,True,True,True,0.501,,aggregate_count,basic,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
where_in,mysql,mysql,postgres,basic,15,easy,True,True,True,0.372,,where_in,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
where_in,mysql,mysql,mysql,basic,15,easy,True,True,True,0.584,,where_in,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
where_in,mysql,mysql,tsql,basic,15,easy,True,True,True,0.374,,where_in,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
where_in,mysql,mysql,oracle,basic,15,easy,True,True,True,0.335,,where_in,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
where_in,mysql,mysql,snowflake,basic,15,easy,True,True,True,0.499,,where_in,basic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
json_extract,mysql,mysql,postgres,intermediate,40,medium,True,True,True,0.461,,json_extract,intermediate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
json_extract,mysql,mysql,mysql,intermediate,40,medium,True,True,True,0.718,,json_extract,intermediate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
json_extract,mysql,mysql,tsql,intermediate,40,medium,True,True,False,0.575,,json_extract,intermediate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
json_extract,mysql,mysql,oracle,intermediate,40,medium,True,True,True,0.434,,json_extract,intermediate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
json_extract,mysql,mysql,snowflake,intermediate,40,medium,True,True,False,0.569,,json_extract,intermediate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
group_concat,mysql,mysql,postgres,intermediate,40,medium,True,True,True,0.552,,group_concat,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
group_concat,mysql,mysql,mysql,intermediate,40,medium,True,True,True,0.779,,group_concat,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
group_concat,mysql,mysql,tsql,intermediate,40,medium,True,True,True,0.508,,group_concat,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
group_concat,mysql,mysql,oracle,intermediate,40,medium,True,True,True,0.907,,group_concat,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
group_concat,mysql,mysql,snowflake,intermediate,40,medium,True,True,True,0.748,,group_concat,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
date_format,mysql,mysql,postgres,intermediate,40,medium,True,True,False,0.777,,date_format,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
date_format,mysql,mysql,mysql,intermediate,40,medium,True,True,True,0.956,,date_format,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
date_format,mysql,mysql,tsql,intermediate,40,medium,True,True,False,0.759,,date_format,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
date_format,mysql,mysql,oracle,intermediate,40,medium,True,True,False,0.732,,date_format,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
date_format,mysql,mysql,snowflake,intermediate,40,medium,True,True,False,0.89,,date_format,intermediate,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
subquery_in_select,mysql,mysql,postgres,intermediate,45,medium,True,True,True,0.688,,subquery_in_select,intermediate,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
