auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.25853239628536917,0.6,0.37803067788223654,0.6114445778311325,0.46720684910564136,0.779535334477117,0.0523739088768984,D1,rule
0.1736705925697824,0.5229791906030321,0.21997741247333416,0.7014805922368947,0.33492548719908294,0.7859916450486779,0.12949730213953875,D1,stat
0.23474251806924942,0.594101318418274,0.3178119349005425,0.562625050020008,0.4061822909143435,0.7498756799442762,0.06287369013145559,D1,iforest
0.10505936682819088,7.623737070015198e-11,0.21432476763258612,0.1568627450980392,0.18114602587800369,0.5634629343914812,0.029936876315076768,D1,lof
0.17564233409141944,0.5760002461381826,0.22856771172108756,0.7030812324929971,0.344983310426075,0.7897710697787166,0.12353909293556384,D1,hybrid
0.2589520826578993,0.7584222003840972,0.33466891606916915,0.6350540216086434,0.4383372462367076,0.784663112135544,0.06572779733755547,D1,hybrid_lr
0.15345235913009067,0.6,0.2587227414330218,0.4983,0.3406015037593985,0.7119703125,0.074359375,D2,rule
0.19044449693936713,0.5532666424785706,0.23638434051910315,0.602,0.3394704936983675,0.7503567708333333,0.10128645833333333,D2,stat
0.2242879472748175,0.4800479649876274,0.2600210970464135,0.5423,0.35150375939849626,0.7309598958333333,0.08038020833333333,D2,iforest
0.07711321505257643,9.610354469062263e-16,0.07435339104572733,0.28,0.11750388182466742,0.5492239583333334,0.18155208333333334,D2,lof
0.1957908129892409,0.6,0.2503036238981391,0.6389,0.35969035890218154,0.7696166666666666,0.09966666666666667,D2,hybrid
0.23661886644491412,0.6880157764649083,0.26547069731338135,0.6156,0.3709662840097623,0.7634432291666666,0.08871354166666667,D2,hybrid_lr
0.5897725888700351,0.7,0.5322924059616749,1.0,0.6947660954145438,0.9768771929824561,0.04624561403508772,D3,rule
0.32948114604448275,1.0,0.38946068340881024,0.6306666666666667,0.48154746754899463,0.7893157894736842,0.05203508771929825,D3,stat
0.662011586446496,0.44226497115311597,0.47910592808551994,0.986,0.644865925441465,0.9647894736842105,0.05642105263157895,D3,iforest
0.10136607170611317,0.056167394034242805,0.16864363073749356,0.218,0.19017156150043618,0.5807192982456141,0.05656140350877193,D3,lof
0.3539601703080339,1.0,0.38946068340881024,0.6306666666666667,0.48154746754899463,0.7893157894736842,0.05203508771929825,D3,hybrid
0.8869805137776965,0.9543587082366145,0.9356343283582089,0.6686666666666666,0.7799377916018663,0.8331228070175438,0.0024210526315789475,D3,hybrid_lr
